price_in_aed,kilometers,body_condition,mechanical_condition,seller_type,body_type,no_of_cylinders,transmission_type,regional_specs,horsepower,fuel_type,steering_side,year,color,emirate,motors_trim,company,model,age,km_per_year
249000,54444,Perfect inside and out,Perfect inside and out,Owner,Sedan,8.0,Automatic Transmission,GCC Specs,450.0,Gasoline,Left Hand Side,2018.0,White, Abu Dhabi,750Li xDrive,bmw,7-series,8.0,6805.5
89000,30000,Perfect inside and out,Perfect inside and out,Dealer,SUV,4.0,Automatic Transmission,Other,250.0,Gasoline,Left Hand Side,2019.0,Silver, Dubai,LE,toyota,rav-4,7.0,4285.714285714285
236000,49000,Perfect inside and out,Perfect inside and out,Dealer,SUV,4.0,Automatic Transmission,North American Specs,250.0,Gasoline,Left Hand Side,2020.0,White, Dubai,GLE 350,mercedes-benz,gle-class,6.0,8166.666666666667
18500,357000,Perfect inside and out,Perfect inside and out,Owner,Sedan,6.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2009.0,Red, Abu Dhabi,S,chevrolet,lumina,17.0,21000.0
275000,133000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8.0,Automatic Transmission,GCC Specs,550.0,Gasoline,Left Hand Side,2018.0,White, Dubai,Vogue SE,land-rover,range-rover,8.0,16625.0
77800,112312,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2015.0,White, Dubai,Limited Sport,ford,explorer,11.0,10210.181818181818
33000,119884,Perfect inside and out,Perfect inside and out,Dealer,SUV,4.0,Automatic Transmission,GCC Specs,125.0,Gasoline,Left Hand Side,2016.0,Blue, Dubai,LE,renault,captur,10.0,11988.4
55000,190385,Perfect inside and out,Perfect inside and out,Dealer,SUV,8.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2014.0,White, Dubai,Limited,dodge,durango,12.0,15865.416666666666
39000,46190,Perfect inside and out,Perfect inside and out,Owner,Hatchback,4.0,Automatic Transmission,Other,250.0,Gasoline,Left Hand Side,2016.0,Orange, Sharjah,GLS,hyundai,veloster,10.0,4619.0
159900,90000,Perfect inside and out,Perfect inside and out,Dealership/Certified Pre-Owned,Sedan,6.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2017.0,White, Dubai,L,audi,a8,9.0,10000.0
59500,155000,Perfect inside and out,Perfect inside and out,Dealer,SUV,4.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2015.0,White, Sharjah,EXR,toyota,fortuner,11.0,14090.90909090909
120000,0,Perfect inside and out,Perfect inside and out,Dealer,Hatchback,6.0,Automatic Transmission,GCC Specs,125.0,Electric,Left Hand Side,2020.0,White, Dubai,Other,renault,other,6.0,0.0
225000,23000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,North American Specs,350.0,Gasoline,Left Hand Side,2021.0,Green, Dubai,Royal,genesis,gv80,5.0,4600.0
110000,146771,Perfect inside and out,Perfect inside and out,Dealer,SUV,8.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2016.0,White, Dubai,Other,lincoln,navigator,10.0,14677.1
259000,10,Perfect inside and out,Perfect inside and out,Dealer,Soft Top Convertible,8.0,Automatic Transmission,GCC Specs,450.0,Gasoline,Left Hand Side,2021.0,White, Dubai,GT,ford,mustang,5.0,2.0
52000,209642,Perfect inside and out,Perfect inside and out,Dealer,Soft Top Convertible,6.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2015.0,Grey, Abu Dhabi,Other,ford,mustang,11.0,19058.363636363636
41000,51000,Perfect inside and out,Perfect inside and out,Owner,Sedan,8.0,Automatic Transmission,GCC Specs,550.0,Gasoline,Left Hand Side,2006.0,White, Abu Dhabi,750Li,bmw,7-series,20.0,2550.0
265000,82116,Perfect inside and out,Perfect inside and out,Dealer,Coupe,12.0,Automatic Transmission,Japanese Specs,550.0,Gasoline,Left Hand Side,2005.0,Red, Dubai,Standard,ferrari,scaglietti,21.0,3910.285714285714
290000,119000,Perfect inside and out,Perfect inside and out,Dealer,Wagon,6.0,Automatic Transmission,GCC Specs,450.0,Gasoline,Left Hand Side,2019.0,Black, Dubai,Supercharged,land-rover,range-rover-sport,7.0,17000.0
39500,96224,Perfect inside and out,Perfect inside and out,Dealer,Sedan,8.0,Automatic Transmission,Japanese Specs,175.0,Gasoline,Left Hand Side,2007.0,White, Dubai,S 500l,mercedes-benz,s-class,19.0,5064.421052631579
183500,44000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2021.0,Silver, Abu Dhabi,Sahara,jeep,wrangler-unlimited,5.0,8800.0
40900,83118,Perfect inside and out,Perfect inside and out,Dealer,Wagon,4.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2017.0,White, Dubai,Sport,ford,focus,9.0,9235.333333333334
415000,1832,Perfect inside and out,Perfect inside and out,Dealer,Coupe,6.0,Automatic Transmission,GCC Specs,450.0,Gasoline,Left Hand Side,2019.0,Yellow, Dubai,Other,porsche,carrera,7.0,261.7142857142857
299000,116,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2021.0,Grey, Dubai,Other,ford,bronco,5.0,23.2
71000,130000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2012.0,White, Sharjah,Tx-l TOP,toyota,prado,14.0,9285.714285714286
39999,67181,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2013.0,Brown, Abu Dhabi,SEL,ford,edge,13.0,5167.7692307692305
14000,223000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2009.0,Red, Sharjah,Other,ford,escape,17.0,13117.64705882353
99900,71000,Perfect inside and out,Perfect inside and out,Dealer,Coupe,8.0,Automatic Transmission,Japanese Specs,250.0,Gasoline,Left Hand Side,1999.0,Silver, Dubai,SL 500,mercedes-benz,sl-class,27.0,2629.6296296296296
42000,165000,Perfect inside and out,Perfect inside and out,Dealer,SUV,4.0,Automatic Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2016.0,White, Dubai,SL,nissan,altima,10.0,16500.0
65500,17000,Perfect inside and out,Perfect inside and out,Dealer,Crossover,4.0,Automatic Transmission,North American Specs,175.0,Gasoline,Left Hand Side,2018.0,Red, Sharjah,Ecoboost,ford,mustang,8.0,2125.0
130000,130999,Perfect inside and out,Perfect inside and out,Dealer,SUV,8.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2014.0,Black, Sharjah,Vogue SE,land-rover,range-rover,12.0,10916.583333333334
484900,32000,Perfect inside and out,Perfect inside and out,Dealer,Coupe,12.0,Automatic Transmission,GCC Specs,550.0,Gasoline,Left Hand Side,2015.0,Red, Dubai,Other,aston-martin,vanquish,11.0,2909.090909090909
68000,30000,Perfect inside and out,Perfect inside and out,Dealer,Other,4.0,Automatic Transmission,North American Specs,250.0,Gasoline,Left Hand Side,2019.0,Black, Dubai,Other,jaguar,xe,7.0,4285.714285714285
40000,130000,Perfect inside and out,Perfect inside and out,Owner,SUV,6.0,Automatic Transmission,GCC Specs,550.0,Gasoline,Left Hand Side,2014.0,Grey, Dubai,GLS 5 Door,mitsubishi,pajero,12.0,10833.333333333334
249000,86000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2018.0,Blue, Ajman,Other,porsche,cayenne,8.0,10750.0
91000,142338,"A bit of wear & tear, all repaired","Minor faults, all fixed",Dealership/Certified Pre-Owned,SUV,8.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2014.0,Black, Dubai,ML 350,mercedes-benz,m-class,12.0,11861.5
75000,52000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6.0,Automatic Transmission,Other,350.0,Gasoline,Left Hand Side,2016.0,Black, Sharjah,F Sport Platinum,lexus,is-series,10.0,5200.0
29000,185539,"No accidents, very few faults",Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2013.0,White, Abu Dhabi,GLS,mitsubishi,pajero,13.0,14272.23076923077
45000,134500,Perfect inside and out,Perfect inside and out,Dealer,SUV,4.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2013.0,Silver, Dubai,T5 Comfort,volvo,xc60,13.0,10346.153846153846
49000,124160,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2014.0,Purple, Dubai,Standard,cadillac,ctscatera,12.0,10346.666666666666
275000,99000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,GCC Specs,450.0,Gasoline,Left Hand Side,2019.0,Blue, Dubai,Other,porsche,cayenne,7.0,14142.857142857143
17000,125000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2015.0,White, Ajman,Other,nissan,sunny,11.0,11363.636363636364
35000,110000,Perfect inside and out,Perfect inside and out,Owner,SUV,6.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2011.0,Silver, Dubai,Limited,ford,edge,15.0,7333.333333333333
175000,100000,Perfect inside and out,Perfect inside and out,Dealer,Sports Car,12.0,Automatic Transmission,Japanese Specs,550.0,Gasoline,Left Hand Side,2007.0,White, Abu Dhabi,Other,bentley,continental-gt,19.0,5263.1578947368425
19500,188000,Perfect inside and out,Perfect inside and out,Owner,Crossover,4.0,Automatic Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2010.0,White, Dubai,S,nissan,x-trail,16.0,11750.0
130000,66000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4.0,Automatic Transmission,North American Specs,350.0,Gasoline,Left Hand Side,2018.0,Black, Dubai,E 300,mercedes-benz,e-class,8.0,8250.0
149000,55000,Perfect inside and out,Perfect inside and out,Dealer,Soft Top Convertible,6.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2015.0,Grey, Dubai,Other,jaguar,f-type,11.0,5000.0
25000,220000,Perfect inside and out,Perfect inside and out,Owner,SUV,6.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2011.0,Burgundy, Dubai,Other,honda,pilot,15.0,14666.666666666666
26000,122000,Perfect inside and out,Perfect inside and out,Owner,SUV,8.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2013.0,Silver, Dubai,XLS,ford,expedition,13.0,9384.615384615385
15900,151000,Perfect inside and out,Perfect inside and out,Dealer,Hatchback,4.0,Automatic Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2011.0,Blue, Dubai,Base,peugeot,207,15.0,10066.666666666666
105000,57000,Perfect inside and out,Perfect inside and out,Owner,SUV,4.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2020.0,White, Dubai,SL Plus,nissan,x-trail,6.0,9500.0
89500,28414,Perfect inside and out,Perfect inside and out,Dealer,Hard Top Convertible,6.0,Automatic Transmission,Japanese Specs,350.0,Gasoline,Left Hand Side,2013.0,Grey, Dubai,SLK 350,mercedes-benz,slk-class,13.0,2185.6923076923076
135000,9000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6.0,Automatic Transmission,North American Specs,350.0,Gasoline,Left Hand Side,2020.0,White, Dubai,Other,toyota,camry,6.0,1500.0
350000,14000,Perfect inside and out,Perfect inside and out,Owner,SUV,4.0,Manual Transmission,GCC Specs,450.0,Diesel,Left Hand Side,2016.0,Green, Dubai,90 First Edition,land-rover,defender,10.0,1400.0
77000,113000,Perfect inside and out,Perfect inside and out,Owner,Sedan,8.0,Automatic Transmission,GCC Specs,550.0,Gasoline,Left Hand Side,2012.0,Gold, Dubai,L Special Edition,audi,a8,14.0,8071.428571428572
54900,148000,Perfect inside and out,Perfect inside and out,Dealer,Hatchback,4.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2015.0,Grey, Dubai,218i,bmw,2-series,11.0,13454.545454545454
264999,18528,Perfect inside and out,Perfect inside and out,Dealer,Sedan,8.0,Automatic Transmission,North American Specs,450.0,Gasoline,Left Hand Side,2019.0,Black, Dubai,S 560 4MATIC,mercedes-benz,s-class,7.0,2646.8571428571427
99000,101800,Perfect inside and out,Perfect inside and out,Owner,Sedan,6.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2014.0,White, Dubai,Platinum Edition,porsche,cayenne,12.0,8483.333333333334
39000,143786,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Manual Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2011.0,Green, Dubai,Sport,jeep,wrangler,15.0,9585.733333333334
265000,82000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,GCC Specs,450.0,Gasoline,Left Hand Side,2019.0,White, Abu Dhabi,Xdrive 40i,bmw,x5,7.0,11714.285714285714
116000,72891,Perfect inside and out,Perfect inside and out,Dealer,SUV,4.0,Automatic Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2019.0,White, Dubai,sDrive20i,bmw,x1,7.0,10413.0
76999,1749,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4.0,Automatic Transmission,North American Specs,250.0,Gasoline,Left Hand Side,2021.0,Black, Dubai,Standard,hyundai,sonata,5.0,349.8
45000,46000,Perfect inside and out,Perfect inside and out,Owner,Hatchback,4.0,Automatic Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2019.0,Black, Dubai,GLX,suzuki,baleno,7.0,6571.428571428572
75000,13000,Perfect inside and out,Perfect inside and out,Owner,Sedan,4.0,Automatic Transmission,North American Specs,250.0,Gasoline,Left Hand Side,2021.0,White, Dubai,Limited,hyundai,sonata,5.0,2600.0
189000,30000,Perfect inside and out,Perfect inside and out,Dealer,Coupe,8.0,Manual Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2007.0,Black, Dubai,Sport,aston-martin,vantage,19.0,1578.9473684210527
95000,47540,Perfect inside and out,Perfect inside and out,Dealer,Hatchback,4.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2019.0,Red, Dubai,Veloce,alfa-romeo,giulietta,7.0,6791.428571428572
99000,110000,Perfect inside and out,Perfect inside and out,Dealer,Coupe,8.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2012.0,Brown, Abu Dhabi,Sport,maserati,granturismo,14.0,7857.142857142857
345000,23500,Perfect inside and out,Perfect inside and out,Owner,SUV,6.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2020.0,White, Dubai,110 SE,land-rover,defender,6.0,3916.6666666666665
179000,52777,Perfect inside and out,Perfect inside and out,Dealer,Coupe,8.0,Automatic Transmission,GCC Specs,450.0,Gasoline,Left Hand Side,2018.0,Black, Dubai,GT,ford,mustang,8.0,6597.125
418000,30763,Perfect inside and out,Perfect inside and out,Dealer,Coupe,12.0,Automatic Transmission,GCC Specs,550.0,Gasoline,Left Hand Side,2013.0,Grey, Dubai,Standard,aston-martin,vanquish,13.0,2366.3846153846152
38900,72548,Perfect inside and out,Perfect inside and out,Dealer,Sedan,3.0,Automatic Transmission,GCC Specs,125.0,Gasoline,Left Hand Side,2020.0,White, Dubai,Other,mitsubishi,attrage,6.0,12091.333333333334
46500,149000,"No accidents, very few faults",Perfect inside and out,Owner,SUV,6.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2015.0,White, Dubai,EX,kia,mohave,11.0,13545.454545454546
54000,169000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4.0,Automatic Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2018.0,Blue, Sharjah,Other,honda,civic,8.0,21125.0
73000,159000,Perfect inside and out,Perfect inside and out,Owner,SUV,6.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2013.0,Red, Dubai,Sahara Unlimited Standard,jeep,wrangler,13.0,12230.76923076923
45000,176000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,GCC Specs,450.0,Gasoline,Left Hand Side,2015.0,Red, Sharjah,Limited,jeep,cherokee,11.0,16000.0
104900,136000,Perfect inside and out,Perfect inside and out,Dealer,Pick Up Truck,8.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2016.0,Red, Dubai,1500,gmc,sierra,10.0,13600.0
42500,198000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2008.0,Silver, Dubai,VX MID,toyota,prado,18.0,11000.0
228999,61183,Perfect inside and out,Perfect inside and out,Owner,SUV,8.0,Automatic Transmission,GCC Specs,450.0,Gasoline,Left Hand Side,2020.0,Gold, Dubai,LE Platinum,nissan,patrol,6.0,10197.166666666666
15000,150000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6.0,Automatic Transmission,Japanese Specs,250.0,Gasoline,Left Hand Side,2006.0,Burgundy, Dubai,CLS 350,mercedes-benz,cls-class,20.0,7500.0
175000,15483,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2020.0,White, Dubai,Other,audi,s3rs3,6.0,2580.5
37000,120000,Perfect inside and out,Perfect inside and out,Owner,SUV,8.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2010.0,Grey, Umm Al Qawain,Autobiography Ultimate Edition,land-rover,range-rover-sport,16.0,7500.0
29500,120000,Perfect inside and out,Perfect inside and out,Owner,Sedan,4.0,Automatic Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2015.0,White, Dubai,GL,hyundai,elantra,11.0,10909.09090909091
43000,150000,Perfect inside and out,Perfect inside and out,Owner,Sedan,4.0,Automatic Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2015.0,Blue, Dubai,LX,honda,accord,11.0,13636.363636363636
69900,91000,Perfect inside and out,Perfect inside and out,Dealership/Certified Pre-Owned,SUV,6.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2016.0,Grey, Dubai,Denali,gmc,terrain,10.0,9100.0
27000,217500,"No accidents, very few faults","Minor faults, all fixed",Owner,SUV,8.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2009.0,Burgundy, Dubai,Supercharged,land-rover,range-rover-sport,17.0,12794.117647058823
46000,55000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6.0,Automatic Transmission,Japanese Specs,350.0,Gasoline,Left Hand Side,2009.0,Black, Dubai,S 350,mercedes-benz,s-class,17.0,3235.294117647059
99000,155000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8.0,Automatic Transmission,GCC Specs,450.0,Gasoline,Left Hand Side,2014.0,White, Dubai,GTS,porsche,cayenne,12.0,12916.666666666666
119000,58000,Perfect inside and out,Perfect inside and out,Owner,SUV,6.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2017.0,Silver, Dubai,Sport,jeep,wrangler-unlimited,9.0,6444.444444444444
119500,107900,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2017.0,White, Dubai,SE,nissan,patrol,9.0,11988.888888888889
54000,245000,Perfect inside and out,Perfect inside and out,Dealer,Pick Up Truck,4.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2013.0,White, Sharjah,Other,toyota,hilux,13.0,18846.153846153848
25500,200000,Perfect inside and out,Perfect inside and out,Owner,Sedan,4.0,Automatic Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2013.0,White, Dubai,EXi,honda,civic,13.0,15384.615384615385
90000,74000,Perfect inside and out,Perfect inside and out,Owner,SUV,4.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2016.0,Grey, Abu Dhabi,sDrive20i M Sport,bmw,x1,10.0,7400.0
22500,78000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6.0,Automatic Transmission,Japanese Specs,350.0,Gasoline,Left Hand Side,2004.0,Silver, Dubai,E 320,mercedes-benz,e-class,22.0,3545.4545454545455
290000,28000,Perfect inside and out,Perfect inside and out,Owner,Sports Car,4.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2020.0,White, Dubai,CLS 350,mercedes-benz,cls-class,6.0,4666.666666666667
28000,66000,Perfect inside and out,Perfect inside and out,Owner,Sedan,4.0,Automatic Transmission,Other,250.0,Gasoline,Left Hand Side,2016.0,Black, Abu Dhabi,S,nissan,sentra,10.0,6600.0
